Type,beneficial_inst_P,neutral_inst_P,deleterious_inst_P,beneficial_inst_S,neutral_inst_S,deleterious_inst_S,beneficial_mean_P,neutral_mean_P,deleterious_mean_P,beneficial_mean_S,neutral_mean_S,deleterious_mean_S,dNdneutral_1,dNdneutral_2,dNdneutral_3,dNdneutral_4,dNdneutral_5,dNdneutral_6,dNdneutral_7,dNdneutral_8,dNdneutral_9,dNdneutral_10,dNdneutral_11,dNdneutral_12,dNdneutral_13,dNdneutral_14,dNdneutral_15,dNdneutral_16,dNdneutral_17,dNdneutral_18,dNdneutral_19,dNdneutral_20,dNdneutral_21,dNdneutral_22,dNdneutral_23,dNdneutral_24,dNdneutral_25,dNdneutral_26,dNdneutral_27,dNdneutral_28,dNdneutral_29,dNdneutral_30,pNpneutral_1,pNpneutral_2,pNpneutral_3,pNpneutral_4,pNpneutral_5,pNpneutral_6,pNpneutral_7,pNpneutral_8,pNpneutral_9,pNpneutral_10,pNpneutral_11,pNpneutral_12,pNpneutral_13,pNpneutral_14,pNpneutral_15,pNpneutral_16,pNpneutral_17,pNpneutral_18,pNpneutral_19,pNpneutral_20,pNpneutral_21,pNpneutral_22,pNpneutral_23,pNpneutral_24,pNpneutral_25,pNpneutral_26,pNpneutral_27,pNpneutral_28,pNpneutral_29,pNpneutral_30
AdapTrack_pop10000,0.018871421716105466,0.18002831340277486,0.8011002648811196,0.012693842901719137,0.9075248257759808,0.07978133132230006,0.016603254010054705,0.18002831340277486,0.8033684325871704,0.015785401608898023,0.9075248257759808,0.07668977261512118,0.1078125,0.09895833333333333,0.10208333333333333,0.11770833333333333,0.09635416666666667,0.1078125,0.121875,0.1109375,0.09427083333333333,0.11197916666666667,0.1109375,0.10364583333333334,0.11770833333333333,0.11145833333333334,0.1078125,0.10885416666666667,0.11666666666666667,0.1046875,0.10364583333333334,0.10625,0.12135416666666667,0.09895833333333333,0.10989583333333333,0.10989583333333333,0.11510416666666666,0.10885416666666667,0.09583333333333334,0.10677083333333333,0.103125,0.10416666666666667,0.11764296875,0.12279015625,0.12624734375,0.12209039062499998,0.140765859375,0.13979539062499996,0.14569546875,0.125398984375,0.11850749999999999,0.11837968750000001,0.1399953125,0.11929562499999999,0.12618078124999998,0.118717890625,0.13559796875000002,0.13081523437499998,0.11719906249999998,0.12186749999999999,0.13496117187499998,0.120245703125,0.13502945312499998,0.12661257812499999,0.1322909375,0.11421875,0.124139296875,0.147525546875,0.12942234375,0.1350715625,0.1154990625,0.14061796875
AdapTrack_pop50000,0.017995168546755067,0.19897805794097503,0.7830267735122701,0.02497027616643649,0.9550431276937914,0.019986596139771974,0.015987634526617542,0.19897805794097503,0.7850343075324077,0.03413005619625294,0.9550431276937914,0.010826816109955522,0.08854166666666667,0.084375,0.0859375,0.09479166666666666,0.09895833333333333,0.07864583333333333,0.08333333333333333,0.09791666666666667,0.0828125,0.08333333333333333,0.096875,0.0828125,0.08072916666666667,0.09895833333333333,0.08177083333333333,0.09166666666666666,0.08802083333333334,0.07916666666666666,0.096875,0.09166666666666666,0.09375,0.09583333333333334,0.09270833333333334,0.08385416666666666,0.08333333333333333,0.1015625,0.09895833333333333,0.090625,0.09895833333333333,0.08385416666666666,0.09888834374999998,0.098430225,0.10211286875,0.10040224062499999,0.09917721562499998,0.09959256562499999,0.100010353125,0.112768178125,0.09620034687500001,0.10914808125,0.1021150625,0.104777565625,0.10436125,0.10569125312500001,0.09810675624999998,0.10469278124999999,0.10244869999999999,0.09717305312499999,0.09867427187499998,0.10823902812499998,0.10061064062499998,0.10252554374999999,0.098346809375,0.103287496875,0.102471275,0.09830781875000001,0.10352055937500002,0.0997828125,0.10378439375,0.10964268125
AdapTrack_neufrac0.05,0.02109122218472331,0.09196711425944286,0.8869416635558338,0.024007220812859758,0.8290075646148523,0.146985214572288,0.018656220494240854,0.09196711425944286,0.8893766652463164,0.02626132035800747,0.8290075646148523,0.14473111502714034,0.05260416666666667,0.0671875,0.0640625,0.0578125,0.05520833333333333,0.05677083333333333,0.0546875,0.06145833333333333,0.058854166666666666,0.0609375,0.05520833333333333,0.058854166666666666,0.0625,0.065625,0.06197916666666667,0.06510416666666667,0.051041666666666666,0.0546875,0.06145833333333333,0.04895833333333333,0.06458333333333334,0.053125,0.050520833333333334,0.05677083333333333,0.053125,0.05677083333333333,0.06197916666666667,0.053125,0.04791666666666667,0.0671875,0.102155859375,0.0760684375,0.07401578125,0.07761453125,0.074670390625,0.081158046875,0.07733421874999999,0.070841796875,0.087430546875,0.091355234375,0.069958671875,0.06979015625,0.080452578125,0.069701796875,0.07249617187499999,0.092701640625,0.07247148437499999,0.079812265625,0.0824496875,0.07559515624999999,0.08603960937499999,0.06951703125,0.070585859375,0.07119921874999999,0.08030921875,0.08327234375,0.07682734375,0.07034468749999999,0.07745320312500001,0.079325078125
AdapTrack_neufrac0.15,0.016511310833338018,0.25609095062477993,0.7273977385418822,0.009517585356436192,0.9465970657586531,0.04388534888491068,0.015021298343740575,0.25609095062477993,0.7288877510314794,0.010889967296941682,0.9465970657586531,0.04251296694440519,0.16302083333333334,0.15,0.1625,0.14791666666666667,0.1546875,0.15885416666666666,0.15989583333333332,0.16458333333333333,0.14895833333333333,0.15833333333333333,0.16302083333333334,0.15572916666666667,0.159375,0.15729166666666666,0.15989583333333332,0.15260416666666668,0.15885416666666666,0.17552083333333332,0.15989583333333332,0.16145833333333334,0.16510416666666666,0.17447916666666666,0.13697916666666668,0.17291666666666666,0.146875,0.15833333333333333,0.1625,0.14166666666666666,0.17083333333333334,0.14583333333333334,0.182235234375,0.17300125,0.17997546875,0.19300460937500002,0.17066312499999997,0.192893046875,0.16431656249999999,0.185679375,0.19202078124999997,0.18048453125,0.17276328125,0.181521015625,0.178549140625,0.18632796875,0.1818071875,0.18470265624999999,0.14968703125,0.17659125,0.1746746875,0.192726484375,0.187692109375,0.19959921874999997,0.161773046875,0.171097109375,0.173690859375,0.162891015625,0.1788878125,0.16209640625,0.16604617187499998,0.15558609375
AdapTrack_neufrac0.2,0.015146912502318933,0.32702194635656334,0.6578311411411176,0.006527481104883089,0.9573564718019629,0.0361160470931541,0.013317547203176877,0.32702194635656334,0.6596605064402598,0.0071449263459109034,0.9573564718019629,0.03549860185212629,0.20625,0.19166666666666668,0.19947916666666668,0.1890625,0.20729166666666668,0.203125,0.209375,0.20052083333333334,0.19114583333333332,0.221875,0.203125,0.20729166666666668,0.20052083333333334,0.1953125,0.21302083333333333,0.20520833333333333,0.20052083333333334,0.20416666666666666,0.19322916666666667,0.19479166666666667,0.19322916666666667,0.20833333333333334,0.22708333333333333,0.20729166666666668,0.1921875,0.19479166666666667,0.2109375,0.2015625,0.1984375,0.2140625,0.228952578125,0.23353515624999996,0.23810242187500003,0.22856187500000003,0.2502671875,0.21685515625000001,0.207116171875,0.23248507812500002,0.216953359375,0.24606374999999997,0.23256843749999997,0.20453312499999998,0.22340484375000003,0.22941109375000002,0.21327453125,0.24527578125,0.24137984375000002,0.23000265625000002,0.22464031249999997,0.2074084375,0.20960624999999994,0.22908625,0.215296640625,0.23459992187499998,0.21819601562499996,0.227702578125,0.21728328125000002,0.219889375,0.250488046875,0.21467898437499996
AdapTrack_neufrac0.25,0.014309266607813379,0.3950074732773532,0.5906832601148336,0.0038970976784910407,0.9722787221610116,0.023824180160497307,0.0125769994475063,0.3950074732773532,0.5924155272751406,0.004727882294198405,0.9722787221610116,0.022993395544789942,0.26666666666666666,0.2713541666666667,0.24635416666666668,0.22447916666666667,0.24010416666666667,0.25,0.2640625,0.2552083333333333,0.24947916666666667,0.240625,0.2609375,0.23177083333333334,0.25052083333333336,0.259375,0.24479166666666666,0.2677083333333333,0.23333333333333334,0.23125,0.2520833333333333,0.2635416666666667,0.24583333333333332,0.27395833333333336,0.2703125,0.25625,0.25104166666666666,0.2375,0.23802083333333332,0.24947916666666667,0.27291666666666664,0.25052083333333336,0.256851640625,0.284605,0.277971328125,0.24849882812499996,0.2381828125,0.2624534375,0.268753359375,0.269214375,0.2717303125,0.2775478125,0.268924453125,0.275479140625,0.29303984375000003,0.2972834375,0.25323124999999996,0.27569125000000005,0.2791359375,0.27501367187500003,0.290626484375,0.273269765625,0.26534382812499996,0.25507359375,0.26607265625000004,0.2591934375,0.2529778125,0.284792578125,0.267205,0.2668684375,0.24737656249999995,0.2570471875
AdapTrack_lambda2,0.01802212061816356,0.1810779688427616,0.8008999105390748,0.0011557284519724182,0.9248000252958499,0.07404424625217773,0.006378281138447145,0.1810779688427616,0.8125437500187912,0.0,0.9248000252958499,0.07519997470415016,0.10989583333333333,0.10520833333333333,0.11770833333333333,0.10833333333333334,0.10104166666666667,0.10520833333333333,0.12447916666666667,0.10885416666666667,0.0984375,0.1109375,0.10260416666666666,0.10677083333333333,0.10833333333333334,0.10677083333333333,0.11302083333333333,0.10989583333333333,0.10104166666666667,0.10833333333333334,0.10833333333333334,0.11666666666666667,0.10260416666666666,0.11197916666666667,0.10260416666666666,0.08854166666666667,0.103125,0.11145833333333334,0.09947916666666666,0.11041666666666666,0.10260416666666666,0.09583333333333334,0.132125,0.11732859374999997,0.12969312500000002,0.12906015625,0.13003734374999998,0.124898984375,0.128444375,0.12895234375,0.12341882812499998,0.11959749999999998,0.124112734375,0.129876015625,0.11981062499999999,0.148311015625,0.146970546875,0.13557039062499998,0.113671171875,0.12402937500000003,0.134765,0.124900390625,0.12227257812499999,0.134538671875,0.126739609375,0.13039375,0.108935234375,0.12147687499999997,0.13635789062499998,0.12877203124999997,0.127234765625,0.129656015625
AdapTrack_lambda4,0.01735232338777635,0.1792034089777782,0.8034442676344454,0.0023048655464893986,0.9291008743287359,0.06859426012477472,0.0069941507125035034,0.1792034089777782,0.8138024403097184,0.0,0.9291008743287359,0.07089912567126412,0.0984375,0.10989583333333333,0.10052083333333334,0.10520833333333333,0.0984375,0.10364583333333334,0.11041666666666666,0.1078125,0.10885416666666667,0.10625,0.0953125,0.11770833333333333,0.10572916666666667,0.11354166666666667,0.1140625,0.1109375,0.11197916666666667,0.09635416666666667,0.1,0.09791666666666667,0.10208333333333333,0.1046875,0.10989583333333333,0.11145833333333334,0.10104166666666667,0.10885416666666667,0.10052083333333334,0.10260416666666666,0.10677083333333333,0.096875,0.12341164062500001,0.12707312499999998,0.11843703125,0.12928132812499998,0.13188679687500002,0.137877890625,0.12580265625,0.132282578125,0.12658953125,0.14297226562499998,0.12398781250000002,0.1274553125,0.128390234375,0.1380103125,0.14508046874999997,0.12091726562499998,0.136502734375,0.124133515625,0.125512578125,0.137298359375,0.133312265625,0.126140390625,0.13409078124999999,0.11128859374999997,0.13540578124999997,0.128491015625,0.13558390625,0.1305875,0.12056437500000002,0.131011953125
AdapTrack_lambda6,0.016864284221484335,0.18020337204566256,0.8029323437328532,0.0012946883099698163,0.9234755844738074,0.07522972721622277,0.007810065120546149,0.18020337204566256,0.811986562833791,0.0,0.9234755844738074,0.0765244155261926,0.11666666666666667,0.10260416666666666,0.09895833333333333,0.1171875,0.10104166666666667,0.10729166666666666,0.1046875,0.10520833333333333,0.1109375,0.11666666666666667,0.1125,0.1125,0.10677083333333333,0.1046875,0.10729166666666666,0.103125,0.1,0.10833333333333334,0.10729166666666666,0.09947916666666666,0.10260416666666666,0.109375,0.1046875,0.10625,0.11822916666666666,0.11197916666666667,0.12083333333333333,0.10625,0.10416666666666667,0.1171875,0.11761460937499998,0.12140015625,0.131095546875,0.1163459375,0.129209140625,0.12969796875,0.12541359375,0.12073351562499998,0.1414625,0.126750078125,0.140928203125,0.12508046875,0.135328203125,0.12252007812499999,0.128499609375,0.12881390625,0.12553828125000002,0.12332593750000001,0.13991382812500003,0.13045218749999998,0.126250625,0.11824578124999999,0.119456953125,0.14230523437499998,0.13173273437500002,0.130657421875,0.124274140625,0.10722953125000001,0.133700703125,0.11623828124999998
AdapTrack_lambda8,0.01675799201932839,0.18106629461606208,0.8021757133646096,0.0015737334638343933,0.9312698003962964,0.06715646613986906,0.00872386307745618,0.18106629461606208,0.8102098423064821,0.0,0.9312698003962964,0.06873019960370344,0.109375,0.09947916666666666,0.103125,0.11822916666666666,0.10520833333333333,0.09791666666666667,0.1140625,0.10260416666666666,0.1125,0.09739583333333333,0.11354166666666667,0.1046875,0.10364583333333334,0.10729166666666666,0.1046875,0.10520833333333333,0.103125,0.11770833333333333,0.10520833333333333,0.09583333333333334,0.09895833333333333,0.10520833333333333,0.1234375,0.12447916666666667,0.109375,0.103125,0.10104166666666667,0.1078125,0.10572916666666667,0.11041666666666666,0.12930765625,0.135885390625,0.1334953125,0.12364867187499999,0.117689140625,0.14678539062499998,0.12220203124999998,0.140796796875,0.14616898437500003,0.14079625,0.12057499999999999,0.12801148437499998,0.126282265625,0.12506273437499998,0.114246484375,0.1333771875,0.12432484375,0.13006507812499998,0.15290070312499998,0.12741320312499999,0.128255703125,0.126665234375,0.12003484374999998,0.134733828125,0.151907734375,0.13146546875,0.137575703125,0.123555703125,0.134317265625,0.129165703125
AdapTrack_lambda10,0.01735416715833021,0.17780844902741363,0.8048373838142562,0.0013281816037227234,0.9241090122743625,0.07456280612191472,0.009496903419925309,0.17780844902741363,0.812694647552661,0.0,0.9241090122743625,0.07589098772563746,0.10885416666666667,0.10677083333333333,0.115625,0.10625,0.11510416666666666,0.10572916666666667,0.11666666666666667,0.09947916666666666,0.10572916666666667,0.10885416666666667,0.10885416666666667,0.09739583333333333,0.103125,0.1078125,0.09270833333333334,0.09010416666666667,0.10989583333333333,0.10833333333333334,0.11197916666666667,0.0984375,0.1109375,0.10729166666666666,0.1234375,0.10989583333333333,0.10520833333333333,0.11041666666666666,0.11979166666666667,0.11614583333333334,0.10989583333333333,0.10572916666666667,0.11690335937499999,0.13104749999999998,0.1216421875,0.12843234374999998,0.123965625,0.12230249999999998,0.149097578125,0.11342640624999997,0.11640523437499999,0.13463210937499998,0.12987375,0.116693046875,0.12302414062500003,0.137788203125,0.11757335937499999,0.12500734375,0.125586953125,0.120210234375,0.13716078125,0.11064218750000002,0.120675546875,0.13004890625,0.12174546875,0.108736796875,0.12488914062499998,0.13194968749999997,0.14608390624999998,0.13902062499999998,0.131995703125,0.13659390625
AdapTrack_AP0.15,0.017769399383927204,0.178689293585297,0.8035413070307759,0.005594774587165544,0.9230473107775906,0.07135791463524362,0.015624294893807199,0.178689293585297,0.8056864115208957,0.005316708166075244,0.9230473107775906,0.07163598105633391,0.11145833333333334,0.1125,0.11197916666666667,0.10729166666666666,0.09739583333333333,0.11145833333333334,0.1125,0.1046875,0.1078125,0.1109375,0.1046875,0.09791666666666667,0.1015625,0.10364583333333334,0.1140625,0.09635416666666667,0.10260416666666666,0.109375,0.11979166666666667,0.10625,0.10052083333333334,0.10052083333333334,0.1015625,0.10104166666666667,0.10625,0.1140625,0.10364583333333334,0.10052083333333334,0.10677083333333333,0.109375,0.133094140625,0.12919015625000002,0.13159804687499999,0.14661828125,0.11561750000000001,0.1274403125,0.1308484375,0.12390281249999999,0.126669140625,0.14047390625,0.137365546875,0.11766664062500001,0.11257914062499999,0.13436726562499998,0.13707406249999998,0.111889140625,0.1113803125,0.12861726562500003,0.11696335937499999,0.13063140624999997,0.11702703125,0.117041640625,0.12502390624999998,0.132921875,0.13453296875,0.12080593749999999,0.12899054687499997,0.144896015625,0.13090773437499997,0.13709710937500003
AdapTrack_AP0.35,0.02040671967196857,0.17887436968884093,0.8007189106391905,0.03633628859138762,0.8804026163583077,0.08326109505030456,0.018576853027568965,0.17887436968884093,0.8025487772835902,0.04639623769202613,0.8804026163583077,0.07320114594966605,0.10885416666666667,0.1171875,0.1015625,0.1109375,0.1140625,0.11458333333333333,0.11354166666666667,0.1015625,0.1015625,0.11145833333333334,0.11197916666666667,0.11458333333333333,0.11875,0.11197916666666667,0.11927083333333334,0.109375,0.11666666666666667,0.11458333333333333,0.11041666666666666,0.10208333333333333,0.10989583333333333,0.1109375,0.11302083333333333,0.10572916666666667,0.1171875,0.11875,0.11979166666666667,0.12135416666666667,0.11197916666666667,0.11770833333333333,0.12644257812499998,0.132473203125,0.13457476562499998,0.12853492187499999,0.127156640625,0.12174882812500001,0.1291828125,0.13657148437500002,0.10612570312499998,0.132947109375,0.133656171875,0.14660078125,0.13730320312499997,0.128899921875,0.124059375,0.13915429687499997,0.121469140625,0.12020828125000001,0.13331445312499998,0.13056515625,0.14324906249999997,0.12691578125,0.127895546875,0.13169148437499997,0.13004500000000002,0.12482249999999999,0.139530546875,0.110785625,0.12869437499999997,0.11990640625
AdapTrack_AP0.45,0.02202637024429997,0.17859658685257904,0.7993770429031211,0.13846110518657814,0.7490341232967848,0.11250477151663704,0.02191564877726391,0.17859658685257904,0.7994877643701572,0.18823212899649905,0.7490341232967848,0.0627337477067162,0.13385416666666666,0.12708333333333333,0.12916666666666668,0.13333333333333333,0.13489583333333333,0.13072916666666667,0.13697916666666668,0.14479166666666668,0.13229166666666667,0.1359375,0.12239583333333333,0.13229166666666667,0.1234375,0.125,0.1359375,0.13385416666666666,0.13697916666666668,0.13854166666666667,0.12604166666666666,0.1296875,0.1265625,0.14739583333333334,0.1375,0.13072916666666667,0.13697916666666668,0.13125,0.12708333333333333,0.140625,0.1296875,0.14270833333333333,0.135421640625,0.13128476562499997,0.146539453125,0.136247265625,0.108877890625,0.13360265624999998,0.1313140625,0.136736640625,0.139114609375,0.136033359375,0.14345570312499997,0.11950492187499999,0.15679273437500002,0.12255765625000001,0.13208734375,0.12272296875,0.127345546875,0.123081015625,0.121047109375,0.12693859375,0.133013125,0.1267965625,0.140920234375,0.14916296874999999,0.13906882812500002,0.128176171875,0.13330703124999999,0.12879187499999997,0.12690664062499998,0.142089296875
AdapTrack_AP0.5,0.022210426630396074,0.17441997328299666,0.8033696000866072,0.2538046649735419,0.5920282319486495,0.15416710307780837,0.023620257779873057,0.17441997328299666,0.8019597689371304,0.35659893754828215,0.5920282319486495,0.05137283050306821,0.16614583333333333,0.16666666666666666,0.17135416666666667,0.20520833333333333,0.1625,0.16979166666666667,0.165625,0.15677083333333333,0.165625,0.1828125,0.15416666666666667,0.16510416666666666,0.1546875,0.16458333333333333,0.17239583333333333,0.16510416666666666,0.16354166666666667,0.1609375,0.17083333333333334,0.17395833333333333,0.16875,0.1703125,0.1796875,0.18958333333333333,0.16354166666666667,0.17708333333333334,0.1546875,0.1703125,0.19322916666666667,0.16666666666666666,0.13063281249999997,0.143185078125,0.12987765625,0.1469946875,0.127802734375,0.121924375,0.14428203125,0.132505546875,0.133666640625,0.12257515625,0.147321015625,0.13559390624999998,0.13048890625,0.13141906250000002,0.137320703125,0.1359165625,0.14604867187499998,0.135555859375,0.139639140625,0.12986218749999998,0.11494835937499999,0.14046859375,0.1224475,0.120761953125,0.14652265625,0.11863281249999999,0.139784296875,0.137836640625,0.145097109375,0.130764453125
AdapTrack,0.01927409861611349,0.17831594816832932,0.8024099532155573,0.011478010208416331,0.9130903708662319,0.07543161892535187,0.017336221532038756,0.17831594816832932,0.8043478302996321,0.014938180603726,0.9130903708662319,0.0719714485300422,0.11197916666666667,0.10364583333333334,0.09270833333333334,0.11041666666666666,0.10260416666666666,0.11458333333333333,0.09375,0.11041666666666666,0.11614583333333334,0.11354166666666667,0.121875,0.11510416666666666,0.10260416666666666,0.115625,0.1015625,0.0953125,0.11145833333333334,0.10416666666666667,0.10572916666666667,0.11927083333333334,0.11145833333333334,0.11822916666666666,0.0984375,0.11041666666666666,0.1109375,0.1203125,0.11770833333333333,0.11302083333333333,0.0984375,0.12395833333333334,0.135162890625,0.12168609374999999,0.12069195312499999,0.128823515625,0.09949812499999999,0.12388835937499998,0.13911945312500001,0.128956796875,0.12114570312500002,0.134138828125,0.14553757812499998,0.1327259375,0.145296953125,0.13223203125,0.13830468749999997,0.11684187500000001,0.133217265625,0.13435671875000002,0.134174921875,0.14350625,0.129212578125,0.1345653125,0.14086429687500002,0.12267523437499998,0.14928453125,0.12474078124999999,0.14056195312499997,0.11326968750000002,0.13030523437500002,0.111849140625
AdapTrack_quasineu,0.03152814666539404,0.17374152918269947,0.7947303241519065,0.5287643204596431,0.22665283528154448,0.2445828442588124,0.03993963296186715,0.17374152918269947,0.7863188378554337,0.7477542916754937,0.22665283528154448,0.025592873042961983,0.4546875,0.47291666666666665,0.40729166666666666,0.44635416666666666,0.44166666666666665,0.4109375,0.46927083333333336,0.434375,0.4265625,0.440625,0.4625,0.41822916666666665,0.4453125,0.3921875,0.4197916666666667,0.4296875,0.43020833333333336,0.4276041666666667,0.42864583333333334,0.45208333333333334,0.42864583333333334,0.46145833333333336,0.4197916666666667,0.39427083333333335,0.43020833333333336,0.4125,0.4088541666666667,0.44895833333333335,0.46145833333333336,0.4708333333333333,0.17681101562499998,0.176286171875,0.1614734375,0.16184070312499999,0.179898359375,0.14585789062500001,0.16643382812500002,0.17339734375,0.154645,0.16565570312499997,0.1665184375,0.17766328125,0.168727734375,0.147934765625,0.15939484375000001,0.151687734375,0.163927109375,0.17359257812499998,0.171753515625,0.159956796875,0.16445203125,0.160342890625,0.170526484375,0.1543690625,0.17190500000000003,0.179347265625,0.17768234375,0.17042984375,0.17398874999999997,0.1783565625
AdapTrack_adapt_fluc,0.04301038567155518,0.16890819209063992,0.788081422237805,0.8578602573437888,0.03962231840656952,0.10251742424964197,0.0506377581991511,0.16890819209063992,0.7804540497102088,0.9567035470237959,0.03962231840656952,0.003674134569634542,2.4151041666666666,2.5046875,2.4447916666666667,2.4375,2.4578125,2.40625,2.4078125,2.4760416666666667,2.4765625,2.4145833333333333,2.4369791666666667,2.464583333333333,2.425,2.4208333333333334,2.4010416666666665,2.3796875,2.431770833333333,2.4989583333333334,2.4838541666666667,2.372916666666667,2.434375,2.404166666666667,2.433854166666667,2.386979166666667,2.4322916666666665,2.44375,2.4286458333333334,2.4130208333333334,2.441145833333333,2.4364583333333334,0.20629625000000001,0.21272625,0.19686656249999998,0.21834296875000003,0.212251953125,0.210626640625,0.208390703125,0.19248453125,0.21634781250000001,0.1998621875,0.223108828125,0.21240671874999997,0.21988953125000005,0.23391515624999998,0.243001953125,0.202995546875,0.192967109375,0.1945459375,0.18811515625,0.22445796875,0.20642164062499999,0.21914882812499997,0.210036484375,0.2099021875,0.22389156249999997,0.199217890625,0.1921525,0.204372578125,0.204966484375,0.21051531250000002
AdapTrack_pop_fluc,0.018129413304014977,0.17949785416228894,0.802372732533696,0.013134124787529958,0.9103149034004258,0.07655097181204445,0.01600043657183163,0.17949785416228894,0.8045017092658794,0.013558832518541923,0.9103149034004258,0.07612626408103249,0.11666666666666667,0.10625,0.1046875,0.11041666666666666,0.11145833333333334,0.10677083333333333,0.1078125,0.10677083333333333,0.11875,0.10364583333333334,0.10677083333333333,0.1109375,0.10364583333333334,0.09895833333333333,0.10208333333333333,0.11197916666666667,0.10625,0.109375,0.10364583333333334,0.10885416666666667,0.09166666666666666,0.1046875,0.10989583333333333,0.10520833333333333,0.11041666666666666,0.09791666666666667,0.10885416666666667,0.11510416666666666,0.11197916666666667,0.1140625,0.12431055407281251,0.1143230714934375,0.129009416735625,0.1293144445853125,0.12468269981218752,0.13143338554140624,0.11469215080093749,0.127735907875625,0.11680111297031248,0.11966358545312498,0.13293810414406249,0.111664625116875,0.12673800042562502,0.12429821528437499,0.12142160464531249,0.1454351333059375,0.11009479866796874,0.12332648427265624,0.11693376284750001,0.12375883730687501,0.12266136366843752,0.12062292083625,0.122626421875625,0.11178933947921874,0.12144400534718751,0.13494859864484374,0.10098037082906249,0.10877728810125001,0.12329297380203126,0.11524896163359374
